LikeID,UserID,PostID,CommentID
48828,1858,18697,
48829,3017,,37555
48830,1650,13700,
48831,4344,13154,32167
48832,3874,,
48833,4379,6861,
48834,1267,,
48835,3992,,
48836,19,,
48837,4653,16884,
48838,1536,,
48839,4220,,
48840,4650,4216,41627
48841,2162,,33708
48842,4513,,
48843,777,,44461
48844,3462,,
48845,2437,6788,21466
48846,4210,,28546
48847,1929,7269,30912
48848,4243,,
48849,22,5915,7132
48850,3933,14662,31583
48851,1540,18781,
48852,3445,,
48853,4040,8710,
48854,769,10596,
48855,3482,,1105
48856,1009,19066,
48857,4066,,21548
48858,4714,,
48859,446,15278,
48860,1405,7472,12579
48861,735,15632,49580
48862,865,,
48863,2412,,36952
48864,4657,,
48865,769,,
48866,4278,,40565
48867,4823,12671,48282
48868,4817,,44655
48869,931,5912,
48870,1760,9060,
48871,3742,497,1042
48872,2758,,
48873,2264,,30563
48874,3339,6089,
48875,301,15319,
48876,3391,16610,37717
48877,3920,,22114
48878,1194,,
48879,2801,16498,23955
48880,4991,18069,19589
48881,2753,,
48882,298,10654,8042
48883,941,10230,
48884,4143,13742,30924
48885,2681,,
48886,405,12981,
48887,591,,
48888,2170,,
48889,4275,,
48890,4354,,
48891,4828,,30840
48892,3571,425,
48893,3249,,
48894,1984,,
48895,1174,,
48896,3321,5519,
48897,4576,16576,
48898,1738,,
48899,979,,
48900,4298,,43679
48901,3470,,
48902,956,19970,35379
48903,410,2225,14926
48904,3014,,
48905,1578,,
48906,4200,,
48907,1764,16973,
48908,747,296,7321
48909,1308,14716,22083
48910,2341,1162,
48911,810,,6710
48912,1499,9577,29433
48913,2280,19578,49340
48914,54,4710,14258
48915,610,,9911
48916,2186,,31380
48917,1049,4539,
48918,4559,12285,
48919,4360,7979,
48920,1909,,
48921,4637,,
48922,3316,3581,22795
48923,1099,,
48924,3875,,
48925,3628,5709,
48926,858,,43494
48927,3778,4979,36664
48928,4619,7066,
48929,2527,2599,45443
48930,2530,,
48931,1717,17357,44824
48932,589,,14992
48933,4493,15510,
48934,1042,,26451
48935,3569,16032,
48936,2191,19755,43198
48937,4764,13161,18942
48938,2255,17978,
48939,3459,,
48940,3281,5966,
48941,2843,12928,
48942,2106,9766,4440
48943,1446,8809,30397
48944,359,7814,
48945,11,,1739
48946,4228,2674,33775
48947,1832,4877,4940
48948,3878,19872,
48949,2816,10220,10051
48950,4881,3815,
48951,512,,
48952,820,,
48953,3077,,
48954,3163,12317,
48955,2885,13035,30179
48956,4740,13235,
48957,939,19735,
48958,36,,
48959,769,,
48960,3527,12613,
48961,4466,,43744
48962,4593,12253,
48963,3753,,14919
48964,4750,212,
48965,1538,,
48966,555,,19239
48967,907,,26721
48968,3709,,
48969,2992,3540,8611
48970,4672,,
48971,4837,1281,43534
48972,2197,10048,
48973,1049,,
48974,687,17075,
48975,874,,29375
48976,1949,,
48977,3379,3199,
48978,1383,16221,
48979,1972,,36619
48980,4882,11007,18181
48981,2944,,
48982,487,,
48983,4361,14830,
48984,2974,1469,
48985,966,,24625
48986,1535,,37532
48987,3063,,32653
48988,3163,,
48989,3805,,
48990,3723,,
48991,4655,4849,
48992,3964,,
48993,1504,12413,20219
48994,1733,,44648
48995,638,,
48996,3251,7069,
48997,2806,14436,13859
48998,738,11128,49933
48999,4572,,33984
49000,2013,10282,
49001,3991,13,
49002,360,,28844
49003,1833,,27969
49004,919,19326,31047
49005,3545,9427,
49006,1588,,
49007,2833,,
49008,2412,3286,
49009,3689,,
49010,3237,13678,
49011,1295,1534,
49012,1682,8132,48028
49013,1851,17847,
49014,1868,,34653
49015,4037,15192,
49016,1870,6935,
49017,940,10745,
49018,2914,15365,
49019,3520,,40046
49020,1445,,
49021,3503,,26470
49022,2396,,23354
49023,474,,23355
49024,665,,515
49025,2677,6118,
49026,2809,,40820
49027,4634,2684,
49028,1155,,
49029,2776,17365,
49030,1214,13114,28180
49031,250,4073,14448
49032,406,,
49033,52,12446,
49034,273,,
49035,690,7709,
49036,1816,,
49037,3939,6852,
49038,3270,,
49039,190,4221,
49040,3652,,42884
49041,2555,17955,29556
49042,4258,6228,
49043,4965,4717,
49044,4022,6090,34128
49045,2254,,16853
49046,1011,6760,1584
49047,1354,18598,31841
49048,1646,,47236
49049,1992,6688,
49050,1059,12418,
49051,3510,1190,
49052,592,10344,24069
49053,1601,1913,
49054,3622,,
49055,4906,3216,
49056,1706,11808,
49057,2072,3810,
49058,3812,,31987
49059,4093,,18946
49060,3020,8314,18773
49061,1630,,40748
49062,3505,,
49063,1590,,
49064,3796,,35408
49065,2659,,26278
49066,2686,14418,1093
49067,3035,,
49068,3634,,
49069,517,,
49070,4153,,16618
49071,2405,,37403
49072,1990,5583,
49073,3533,,
49074,1501,,20147
49075,3210,18824,
49076,4729,565,35797
49077,4964,16102,
49078,1506,12361,
49079,799,17315,21101
49080,1453,,
49081,1354,,3265
49082,674,4428,36515
49083,2295,15568,3213
49084,461,9799,
49085,1097,11990,1744
49086,3942,,
49087,3715,,
49088,1930,,
49089,3225,,
49090,4138,,37273
49091,4540,,
49092,4741,6502,
49093,3570,,31439
49094,1194,621,10485
49095,1813,,598
49096,3883,,
49097,581,,
49098,1278,,49425
49099,1220,5257,
49100,4838,6676,9910
49101,672,107,5020
49102,1942,11131,8778
49103,3583,19873,7248
49104,4385,,22413
49105,313,,
49106,3137,17965,40404
49107,2274,1667,
49108,68,1966,36969
49109,4080,,
49110,3070,,47640
49111,3769,,
49112,3773,,
49113,1265,,7640
49114,4711,,
49115,4503,13571,
49116,4643,,
49117,4290,14400,
49118,2650,,
49119,2554,590,16108
49120,3222,,11872
49121,3463,10602,25844
49122,873,,
49123,2563,8337,30458
49124,3554,13622,
49125,394,1685,37927
49126,1209,1174,26918
49127,2553,,
49128,4703,,
49129,794,,
49130,4552,2269,
49131,647,16667,47912
49132,1014,,
49133,176,,43579
49134,3623,,47460
49135,3745,,
49136,1952,,
49137,41,,
49138,1553,,
49139,1062,331,
49140,1292,,
49141,3587,86,
49142,389,,3537
49143,4362,14519,
49144,3926,,36642
49145,1516,,
49146,1120,13722,26539
49147,4734,2710,
49148,1323,7764,
49149,2822,8718,44293
49150,1979,17796,
49151,254,1045,
49152,3301,2022,
49153,4263,,27552
49154,3541,,38533
49155,2698,,48039
49156,442,3971,11763
49157,2297,532,5675
49158,5,,
49159,3416,,14817
49160,4468,,
49161,294,,25144
49162,3009,1505,
49163,2064,15399,11535
49164,2986,10272,27929
49165,4131,17875,34057
49166,3219,7675,30003
49167,1856,10753,4150
49168,3510,16748,
49169,1104,,33340
49170,3395,,
49171,1559,15237,
49172,802,,2436
49173,1371,,
49174,3492,,
49175,224,,29873
49176,1339,,31217
49177,2643,1014,31601
49178,2792,,44094
49179,2937,12466,47792
49180,3587,,48511
49181,1623,,41479
49182,4076,,28815
49183,1790,19668,3478
49184,2687,3860,16185
49185,4837,3351,
49186,257,6915,26683
49187,2277,,34200
49188,1375,1934,2578
49189,3948,13354,
49190,260,,
49191,4861,17295,42506
49192,2681,,24427
49193,4128,14107,1657
49194,1383,,9498
49195,1033,,
49196,2225,,
49197,2252,9981,
49198,2590,6269,
49199,3186,16839,
49200,4569,2753,46695
49201,4296,,
49202,238,16011,
49203,3253,13441,
49204,4806,19221,
49205,4558,,
49206,354,5838,14713
49207,2960,3617,6391
49208,1654,,42403
49209,4424,19084,41743
49210,1561,,17072
49211,2462,19638,11070
49212,1268,,48775
49213,3580,,
49214,2531,,35594
49215,3997,,
49216,317,,23154
49217,24,7184,
49218,1102,,
49219,2607,,2272
49220,744,,
49221,799,16902,13721
49222,1700,1360,
49223,3826,,
49224,2058,5126,44997
49225,4253,,0
49226,1998,,46976
49227,2875,5094,
49228,3573,6968,
49229,2767,11149,
49230,2183,,30020
49231,2716,,31798
49232,4333,,
49233,4536,9953,16391
49234,1505,,35669
49235,2029,,6721
49236,1364,13032,
49237,4187,9977,
49238,3342,,34673
49239,4331,19488,
49240,2326,,45201
49241,3861,,20677
49242,4884,12021,22154
49243,3985,12130,9007
49244,2753,,28897
49245,3196,15654,
49246,2929,5892,10128
49247,1364,11386,
49248,1352,6457,
49249,905,,38737
49250,3311,,32644
49251,81,,39438
49252,982,,42797
49253,4375,18257,15968
49254,1569,,
49255,1650,,
49256,4625,10032,39847
49257,619,12305,
49258,1098,13388,
49259,3810,8910,
49260,4017,12491,43650
49261,4268,12442,29837
49262,4160,13000,1537
49263,4728,18762,1073
49264,1520,,8699
49265,1573,,39897
49266,362,14917,
49267,4385,13549,
49268,3817,7499,41218
49269,639,,33457
49270,2423,6038,33637
49271,2376,,
49272,4162,10488,44774
49273,2289,11495,
49274,2640,6119,
49275,3651,16138,16827
49276,4648,7232,
49277,1843,,44057
49278,1709,,12551
49279,4998,18294,
49280,4417,10424,38399
49281,3157,8545,24810
49282,3883,,
49283,1218,,14525
49284,4140,,
49285,3803,4341,23383
49286,2317,,
49287,4105,4217,869
49288,4480,6410,
49289,2375,11758,42048
49290,554,,
49291,1416,,34311
49292,4064,6588,
49293,4952,5164,
49294,2988,5347,9495
49295,6,19295,
49296,4761,3591,
49297,624,11699,35143
49298,2992,17201,33184
49299,2025,9244,
49300,4555,87,
49301,2072,20,
49302,1950,11994,257
49303,1187,,
49304,3865,1841,
49305,4508,,13945
49306,3307,12852,47509
49307,4506,3044,748
49308,393,19342,32148
49309,1767,,516
49310,1926,6553,
49311,1812,,15925
49312,4265,,
49313,4030,,
49314,4364,12540,
49315,605,501,
49316,2599,,
49317,433,,34211
49318,3980,,
49319,2777,11689,14595
49320,1225,,33414
49321,3774,,17179
49322,3982,1559,
49323,921,2349,37471
49324,433,,38919
49325,1325,,
49326,2857,4902,
49327,3643,,34987
49328,1169,1702,31540
49329,3699,,9279
49330,4918,,38140
49331,3123,,
49332,2183,,
49333,617,9368,
49334,4664,,10252
49335,4309,,12765
49336,2343,,
49337,398,,46306
49338,325,,46105
49339,3690,7597,
49340,4272,,35536
49341,3121,2054,1989
49342,830,752,18617
49343,1089,3764,
49344,3583,,
49345,2245,2070,26132
49346,1322,,14155
49347,4972,1227,
49348,2400,,
49349,1300,3672,36907
49350,626,,18908
49351,3560,3472,
49352,325,,
49353,2485,,
49354,4523,,8524
49355,973,8359,
49356,4989,3270,30985
49357,1644,9196,4368
49358,2102,,
49359,4275,,
49360,4199,,7160
49361,4408,19445,
49362,3857,12629,42575
49363,4148,17022,43764
49364,3277,15607,
49365,3896,14187,
49366,4299,,26248
49367,4551,,
49368,2211,14242,2362
49369,3875,17074,
49370,3061,13563,7297
49371,1714,18126,
49372,1519,18866,
49373,3538,4901,37162
49374,2363,18351,5840
49375,1959,374,20547
49376,4877,4220,
49377,1377,,
49378,1644,14922,11308
49379,1245,9100,36876
49380,3114,4377,41110
49381,4164,,
49382,2633,1801,32208
49383,440,6927,74
49384,161,7121,15062
49385,64,10171,
49386,2403,16014,27142
49387,1145,,
49388,2290,18090,
49389,1337,3117,48054
49390,3246,,39894
49391,2971,7166,
49392,422,5740,
49393,3451,12002,14596
49394,52,19328,
49395,4358,4303,
49396,320,7105,38131
49397,2455,,
49398,3743,,32443
49399,2232,2501,33226
49400,855,,
49401,1418,16238,28224
49402,2676,,19843
49403,2766,3162,
49404,4478,,
49405,1403,11231,
49406,2754,,
49407,3091,,35845
49408,2394,982,46183
49409,1130,8018,35495
49410,1256,18250,37228
49411,37,,
49412,3668,5496,26597
49413,1354,,
49414,1770,,
49415,2594,,
49416,1957,,15590
49417,2756,,
49418,3260,8563,
49419,3026,,
49420,130,,
49421,4946,17914,
49422,3591,13214,
49423,1437,19451,
49424,4639,18958,
49425,716,11192,26363
49426,2697,,18456
49427,1581,9714,
49428,2259,,44945
49429,184,,
49430,1493,17703,37035
49431,3662,18712,9673
49432,954,,
49433,506,,12688
49434,4309,10474,
49435,159,14266,25215
49436,2965,,10861
49437,97,8641,20268
49438,341,10672,
49439,1039,,49774
49440,3968,13786,44788
49441,3555,17634,
49442,3653,3645,35899
49443,3494,18140,45494
49444,4855,17803,
49445,3108,1079,18651
49446,1461,1318,
49447,660,8465,
49448,3301,13886,
49449,81,13206,
49450,4956,,
49451,4626,,
49452,4132,7949,
49453,3952,11728,18777
49454,4322,,36663
49455,835,,
49456,176,5632,42232
49457,2821,15632,
49458,3300,5735,36711
49459,457,981,
49460,3586,,
49461,3044,16858,45556
49462,1934,,31281
49463,1643,,
49464,2568,1597,28478
49465,4238,,18225
49466,429,16752,47801
49467,3858,,
49468,1912,546,19745
49469,4361,9281,
49470,1455,,
49471,1075,15007,
49472,859,12365,
49473,436,,34600
49474,2389,,
49475,2239,,
49476,3659,,18973
49477,994,,
49478,2757,10510,3047
49479,3370,18289,1653
49480,1709,1606,
49481,1225,,
49482,2176,15474,
49483,1786,,
49484,228,3612,
49485,3297,12606,36596
49486,4768,18615,42874
49487,4211,9518,25219
49488,820,,
49489,2715,,9571
49490,3953,,30951
49491,4806,7675,15843
49492,245,,
49493,1861,11016,
49494,4455,18031,
49495,2109,3138,28128
49496,2857,4842,
49497,4147,11359,
49498,490,1395,
49499,1256,,17603
49500,1468,,
49501,1147,1228,33134
49502,1154,3134,
49503,2988,,
49504,190,,16606
49505,3271,,49906
49506,1475,10000,
49507,1809,,
49508,2138,,
49509,962,,
49510,2786,16919,
49511,2623,,48423
49512,4281,,
49513,2331,16322,
49514,155,,33713
49515,2527,7814,
49516,3525,,
49517,2972,,39810
49518,3578,9428,
49519,3021,12673,
49520,497,,
49521,2343,,
49522,1373,,7615
49523,4549,1443,
49524,3263,51,32250
49525,948,12335,26373
49526,3841,13549,
49527,153,,
49528,1798,,
49529,3636,12456,
49530,2104,,4896
49531,1728,19274,
49532,2712,17978,15773
49533,3959,,6478
49534,2382,1990,
49535,542,,26467
49536,4787,3495,46383
49537,2547,,49269
49538,318,,
49539,352,7707,18334
49540,1150,17706,
49541,55,15857,
49542,161,,24371
49543,4160,13901,
49544,2166,6091,
49545,0,9982,3311
49546,4806,,
49547,1401,,40504
49548,756,11906,1365
49549,343,13939,33207
49550,3424,,36303
49551,813,19503,
49552,3141,,36490
49553,3013,,
49554,4179,,
49555,50,18362,
49556,549,,47075
49557,1705,16772,47111
49558,1298,,
49559,4110,14137,14316
49560,4511,2451,36886
49561,2217,7946,8154
49562,3394,894,
49563,1532,12301,20790
49564,471,6602,
49565,556,2224,38664
49566,2577,,
49567,592,,28314
49568,2542,3417,8298
49569,28,,
49570,2455,19461,19830
49571,2127,,1054
49572,1467,16151,
49573,3406,619,38019
49574,2711,19591,
49575,3009,,
49576,4466,8621,
49577,1444,18685,
49578,2796,,23374
49579,977,9395,33601
49580,3180,19148,40603
49581,565,,
49582,4727,19474,36125
49583,1673,,22189
49584,4979,13183,7363
49585,974,17721,
49586,3438,12125,10578
49587,1720,1347,17670
49588,1246,5959,27997
49589,377,6738,
49590,4342,10163,
49591,3632,8277,34640
49592,223,,5406
49593,2237,9595,30746
49594,3828,,
49595,1119,15041,42665
49596,4448,9209,48325
49597,1277,11958,
49598,3615,15683,21458
49599,3891,5789,26324
49600,2253,1980,
49601,6,,
49602,2210,12847,38841
49603,1900,3253,
49604,4105,,
49605,755,,
49606,2090,,38620
49607,188,12000,21893
49608,1454,,27593
49609,487,,8338
49610,4933,,
49611,1146,19981,5792
49612,4480,,15368
49613,4667,10618,
49614,648,4712,48332
49615,3929,8515,17275
49616,55,,28680
49617,3131,,24431
49618,1588,,39460
49619,1377,,
49620,2232,,8836
49621,4468,,22300
49622,997,8634,
49623,1322,4575,
49624,1816,4236,15794
49625,4462,16307,
49626,880,,
49627,3492,11230,39607
49628,2505,3408,35488
49629,4293,,
49630,128,,44335
49631,4557,10679,
49632,1321,13705,29589
49633,1393,1534,470
49634,1001,6536,25612
49635,896,,
49636,2927,9698,4845
49637,928,,
49638,4278,,
49639,2057,,
49640,2875,17394,37947
49641,1715,,20832
49642,1628,,
49643,85,5698,
49644,2059,,30806
49645,1814,10570,
49646,3706,,
49647,4993,5274,
49648,4067,1926,
49649,3875,11166,
49650,1927,,
49651,3002,9287,19361
49652,2903,,
49653,3265,,4881
49654,4477,117,39013
49655,4034,,8025
49656,199,11794,
49657,4372,17374,7158
49658,2613,15246,47229
49659,1892,13394,
49660,3073,,
49661,4522,12550,13924
49662,2939,,
49663,3992,,
49664,3286,1695,
49665,3984,,
49666,3004,,
49667,1472,,
49668,2747,,
49669,2063,1103,
49670,2978,,9671
49671,2680,,
49672,494,,33195
49673,2563,2697,10206
49674,927,6631,13314
49675,194,,
49676,1574,7804,38643
49677,1266,2916,47963
49678,59,1619,
49679,2718,,40619
49680,1783,6451,
49681,3978,,
49682,3890,4072,
49683,3973,,2079
49684,2445,14972,
49685,2163,2234,12125
49686,1250,4099,
49687,2858,,
49688,216,,30486
49689,4163,,
49690,502,11064,
49691,3630,,
49692,3769,,3128
49693,1425,,
49694,585,,34341
49695,818,,22896
49696,4755,,2737
49697,1332,9640,36574
49698,1592,10333,24782
49699,427,12976,
49700,319,,33747
49701,2821,,
49702,3473,,37000
49703,3805,,34016
49704,1558,4620,38007
49705,922,13424,44332
49706,3100,4357,29517
49707,4833,,
49708,4240,,
49709,1460,6795,37445
49710,2402,11828,
49711,445,,6155
49712,7,,
49713,4892,6744,30648
49714,1577,,23717
49715,2031,11545,44920
49716,1319,930,
49717,3760,,9604
49718,964,9668,
49719,4296,922,5589
49720,4373,17117,
49721,2824,19220,20051
49722,3216,3209,36906
49723,265,1839,20749
49724,377,13908,
49725,1918,,1771
49726,655,,
49727,1719,,
49728,4999,,
49729,3504,,
49730,1438,,
49731,2441,14497,
49732,1160,1611,93
49733,1541,6060,
49734,4170,,30544
49735,4171,,12124
49736,4621,,22790
49737,4616,4608,8915
49738,1646,,
49739,124,,
49740,3950,10507,
49741,3684,17736,
49742,741,9998,
49743,554,,
49744,1766,,
49745,4340,,
49746,3695,,38049
49747,4825,,
49748,551,,
49749,3341,11100,7785
49750,3254,,42143
49751,1106,9249,26131
49752,3971,8402,
49753,1627,,8105
49754,857,628,2764
49755,1276,3438,36882
49756,4301,13094,48764
49757,4907,15305,
49758,872,,
49759,4079,,47348
49760,150,,
49761,271,,10119
49762,789,,44342
49763,3765,3139,
49764,328,438,12760
49765,2299,,
49766,3756,,
49767,2442,7186,
49768,3171,8702,44918
49769,2108,,13508
49770,3987,,
49771,4301,,
49772,182,,
49773,1953,15129,
49774,3014,,
49775,274,7450,
49776,2708,18859,39709
49777,4613,,41426
49778,3899,1300,
49779,4987,,
49780,1364,,
49781,3843,63,
49782,3074,1742,24044
49783,4415,14937,
49784,4329,,
49785,2879,7431,29147
49786,1666,,
49787,4035,9535,33329
49788,1294,,
49789,1958,18031,
49790,2367,,
49791,4821,,
49792,2253,,
49793,2879,,
49794,4545,17298,45473
49795,2414,13285,31782
49796,3440,19434,28123
49797,4258,18343,1395
49798,170,,
49799,3585,,
49800,1145,,
49801,1781,13334,39810
49802,848,,
49803,342,,
49804,761,,
49805,943,12867,46277
49806,4241,5196,
49807,2699,,
49808,2917,,
49809,4404,,45382
49810,1571,,5851
49811,2803,3047,29115
49812,3382,16155,
49813,1108,,1438
49814,3812,17860,
49815,3264,,33218
49816,2384,,23754
49817,1911,,
49818,3614,10762,39796
49819,2733,,
49820,1356,,42843
49821,511,12078,47930
49822,3353,,44061
49823,1260,9987,7293
49824,2830,,
49825,184,3104,4563
49826,2944,,37587
49827,746,15143,31384
49828,4607,2970,
49829,4154,,
49830,3585,,
49831,4279,,22900
49832,1290,19984,3824
49833,2467,,
49834,3033,16713,14731
49835,793,,
49836,2542,9689,29216
49837,761,,
49838,299,17304,11012
49839,4743,,
49840,2378,1032,
49841,3904,18774,
49842,4653,,48746
49843,4611,,27200
49844,3946,11661,10935
49845,4467,,
49846,1353,15606,36986
49847,4261,,3573
49848,630,15265,
49849,447,,
49850,2443,10083,
49851,1864,1599,22423
49852,797,,
49853,4364,19362,
49854,2424,1885,
49855,3817,18178,27128
49856,3877,13514,45925
49857,3093,6170,3117
49858,758,7716,41848
49859,1590,3547,
49860,4674,4805,5819
49861,4771,4642,31875
49862,3046,,2997
49863,12,,15430
49864,295,12820,
49865,892,,34763
49866,3267,,
49867,3566,15936,
49868,446,,4634
49869,3081,,34188
49870,3094,18815,34103
49871,3894,7448,41116
49872,4685,,
49873,3461,,4176
49874,2762,8063,35077
49875,4686,2975,
49876,4078,1242,28492
49877,2958,16479,39366
49878,3739,,30119
49879,2723,,
49880,1883,16025,
49881,3190,14123,
49882,3910,2994,
49883,4355,9129,37574
49884,1036,,
49885,4895,,
49886,3085,,
49887,235,,
49888,2485,,34555
49889,3693,11086,
49890,2814,,22130
49891,4842,11751,
49892,3244,1800,
49893,3448,10354,
49894,4781,,11302
49895,2058,,
49896,3999,831,
49897,3207,,39130
49898,2331,,
49899,4634,6344,13191
49900,747,4740,5742
49901,3074,,
49902,689,,33859
49903,4292,5254,
49904,3702,13442,
49905,1596,,36437
49906,1641,,
49907,1021,,
49908,2719,,13467
49909,1546,,
49910,4761,2536,
49911,4629,,
49912,3724,4587,
49913,3035,10431,
49914,897,,
49915,4364,7489,41986
49916,2276,12490,
49917,3832,10080,
49918,922,,42613
49919,2866,15808,
49920,15,,
49921,3091,,32928
49922,4107,4134,
49923,2408,,
49924,397,,
49925,1031,12919,
49926,3304,4176,
49927,3738,18081,43776
49928,3139,,
49929,2101,15833,37446
49930,935,,1131
49931,478,19117,34529
49932,4539,19587,
49933,4239,11868,
49934,1578,,5040
49935,1832,,42106
49936,1396,,29812
49937,4182,,4403
49938,1492,6808,34313
49939,363,3027,
49940,1663,7961,6142
49941,2587,6250,46904
49942,1393,,32068
49943,2554,12067,43243
49944,2287,,
49945,4885,2908,
49946,874,,
49947,4726,,
49948,541,3382,
49949,1897,19481,
49950,1868,,23300
49951,1843,2524,2605
49952,3739,,1776
49953,2080,5719,38372
49954,4138,2924,4609
49955,2061,,10439
49956,2555,,
49957,880,,46119
49958,3495,2378,20584
49959,251,5348,
49960,4854,1922,5948
49961,1951,13599,
49962,3058,18657,
49963,3897,,33162
49964,429,6158,29881
49965,3853,,17037
49966,3883,2852,27445
49967,964,3666,20646
49968,2587,3840,
49969,3735,7383,
49970,318,,
49971,1552,4061,
49972,2806,8837,41749
49973,3816,5750,49924
49974,1095,7526,5917
49975,992,14418,
49976,2462,,
49977,890,,32480
49978,4962,,
49979,3915,14072,
49980,4819,,48304
49981,991,,1436
49982,2636,,7823
49983,1817,18184,17561
49984,2292,6127,
49985,2862,9560,
49986,3107,11562,
49987,1423,17278,
49988,3240,,
49989,1214,6215,27505
49990,4491,19179,
49991,2002,4764,
49992,1586,,
49993,3068,,31133
49994,4435,,
49995,1361,,
49996,4483,8701,20676
49997,2443,,
49998,1394,,
49999,880,,
50000,1234,1378,
50001,4735,,
50002,3373,9280,
50003,2147,,28049
50004,3498,6899,
50005,3281,5203,
50006,3873,,37168
50007,945,16289,
50008,3948,19156,13806
50009,4615,,
50010,645,,26101
50011,1814,9389,
50012,1045,16605,18718
50013,4323,,35861
50014,4449,11229,
50015,3917,,45403
50016,1451,15122,42022
50017,3106,,7079
50018,3007,,
50019,1743,,
50020,2089,,5971
50021,3827,,35998
50022,4250,9463,
50023,4097,11068,31572
50024,1732,,
50025,4062,16723,19064
50026,3014,,28736
50027,2782,15420,16829
50028,3462,,39860
50029,3236,,
50030,3046,,
50031,4,8192,639
50032,4204,17660,25010
50033,4160,14794,24825
50034,1960,17801,
50035,1810,15955,
50036,2307,9426,
50037,1911,,
50038,3810,,
50039,4730,19439,4776
50040,4690,,6420
50041,1658,4924,47005
50042,2330,,
50043,1358,,33004
50044,2207,8902,43685
50045,3788,,29716
50046,2232,13027,
50047,336,,15538
50048,3386,,
50049,1045,,35115
50050,1800,,22908
50051,4104,14911,
50052,4255,,
50053,4783,,
50054,3263,6919,13056
50055,1525,19684,19723
50056,1215,,
50057,282,17010,
50058,828,8865,25698
50059,4979,18408,21985
50060,557,,
50061,4796,,
50062,1325,5644,20311
50063,4364,10901,
50064,4408,,
50065,306,,32595
50066,4740,6625,8048
50067,2592,,49447
50068,983,18072,
50069,1099,15900,
50070,425,3028,
50071,1245,,
50072,3719,,
50073,4727,,3379
50074,1925,,23596
50075,2156,,49306
50076,605,,
50077,1322,14213,
50078,3541,,19907
50079,3436,18195,4125
50080,2616,,
50081,765,,
50082,589,3904,
50083,727,12404,
50084,1676,,
50085,2728,11366,
50086,119,,
50087,3711,,
50088,3421,2805,4005
50089,761,,7672
50090,717,6873,
50091,4277,,16745
50092,2083,,18917
50093,322,12082,
50094,2387,4064,
50095,727,14636,18049
50096,4669,,31078
50097,3717,,
50098,3111,,22822
50099,729,,22834
50100,1681,,21844
50101,920,17190,
50102,2673,,3546
50103,875,15004,
50104,542,956,
50105,3373,6336,
50106,2560,,43175
50107,3472,,
50108,3231,,29273
50109,3191,,11907
50110,4049,,
50111,4467,,
50112,3535,1565,
50113,970,,
50114,4198,,41943
50115,775,,5643
50116,1478,16995,14238
50117,3033,16901,1335
50118,4719,13047,13604
50119,2746,2448,27540
50120,4014,13106,
50121,2742,,14527
50122,2896,14541,
50123,4316,14997,
50124,2898,11162,
50125,2444,10220,10431
50126,1320,1487,
50127,4151,9388,5536
50128,4208,,
50129,617,6164,
50130,4515,11614,
50131,1201,,24321
50132,261,5492,
50133,4192,16650,
50134,340,18398,
50135,3516,7170,
50136,3681,,38794
50137,214,,46768
50138,2897,15754,
50139,1535,,
50140,994,12173,47259
50141,3779,14974,
50142,1355,,38739
50143,4197,,
50144,4845,,
50145,1405,,
50146,3985,17851,7687
50147,3695,17045,11265
50148,1353,,38404
50149,4612,,
50150,1081,11674,47328
50151,1026,6973,17268
50152,4302,,
50153,526,,
50154,3553,,37129
50155,3329,5162,
50156,956,,271
50157,4935,13198,5838
50158,4626,,19334
50159,4960,,
50160,2322,17847,
50161,2402,219,16772
50162,710,10630,28322
50163,4935,,37086
50164,1550,,27110
50165,3998,1481,
50166,2272,,
50167,4039,,
50168,4895,1290,
50169,4641,11630,6201
50170,35,7606,30018
50171,1611,12137,
50172,2025,,34812
50173,4691,7670,39294
50174,4830,8032,
50175,2508,3723,
50176,1523,,13497
50177,1427,4348,4838
50178,3202,,26424
50179,4392,639,1909
50180,4474,,3641
50181,912,15326,
50182,4904,2128,18349
50183,4630,10619,
50184,3070,,
50185,4651,2138,46998
50186,3053,8792,26719
50187,3571,,
50188,163,1273,
50189,1124,,
50190,2471,18043,37219
50191,655,,38744
50192,2062,,23012
50193,1145,,
50194,2083,,
50195,1169,,41498
50196,1026,,
50197,1368,11994,
50198,4691,,1514
50199,2449,,
50200,4897,2571,
50201,327,,8760
50202,700,,
50203,2776,,41480
50204,18,16736,19391
50205,4705,10239,
50206,3221,,
50207,2427,,5559
50208,1239,13599,
50209,2387,,
50210,3298,,
50211,3041,,
50212,4104,10702,17393
50213,2541,,33075
50214,3514,,11987
50215,4376,,39114
50216,1115,,
50217,1227,10678,17563
50218,1048,16277,
50219,2606,,9751
50220,3235,12709,23517
50221,3746,,49342
50222,203,6031,
50223,4344,,36598
50224,1385,9309,
50225,2556,4950,33156
50226,2967,12773,32628
50227,4137,,15901
50228,3445,,19050
50229,3141,,
50230,4557,6521,37467
50231,3075,306,
50232,2798,,
50233,3804,4920,
50234,2206,,44163
50235,4162,,39254
50236,1135,16980,34314
50237,2234,,
50238,1738,5809,
50239,1171,8241,
50240,4364,8411,2906
50241,3998,8150,
50242,1798,,
50243,1851,,
50244,4031,9249,
50245,4580,,
50246,4574,,47111
50247,1238,3363,
50248,466,,5906
50249,277,6784,
50250,1733,956,2035
50251,1583,,36096
50252,3394,,
50253,4462,,16795
50254,1380,,36438
50255,2903,,
50256,2238,1560,
50257,4601,9557,
50258,4866,,
